Seconds,Rpi3 - Python3.9,Rpi3 - Python3.12,Rpi3 - Python3.13,Rpi4 - Python3.9,Rpi4 - Python3.12,Rpi4 - Python3.13
40.60,0.5239,0.5247,0.5293,0.4055,0.411,0.4097
40.70,0.5235,0.5230,0.5381,0.4063,0.4111,0.4122
40.80,0.5227,0.5276,0.5351,0.4051,0.4115,0.4124
40.90,0.5246,0.5294,0.536,0.409,0.411,0.4124
41.00,0.5247,0.5287,0.5371,0.4121,0.424,0.4125
41.10,0.5220,0.5289,0.5356,0.4134,0.418,0.4141
41.20,0.5233,0.5269,0.5313,0.4094,0.4074,0.4096
41.30,0.5218,0.5251,0.5315,0.4059,0.4056,0.4031
41.40,0.5198,0.5247,0.5321,0.404,0.4026,0.4026
41.50,0.5210,0.5251,0.5324,0.4029,0.4009,0.401
41.60,0.5246,0.5246,0.5309,0.4032,0.4013,0.401
41.70,0.5245,0.5237,0.5318,0.4028,0.4034,0.4013
41.80,0.5244,0.5240,0.5314,0.4031,0.4022,0.4006
41.90,0.5238,0.5247,0.5326,0.4027,0.4016,0.3992
42.00,0.5239,0.5249,0.5326,0.4028,0.4044,0.4034
42.10,0.5241,0.5252,0.5321,0.4032,0.4063,0.4099
42.20,0.5242,0.5239,0.5287,0.4033,0.4096,0.4124
42.30,0.5249,0.5226,0.5294,0.4035,0.4243,0.4127
42.40,0.5261,0.5217,0.5282,0.4023,0.4355,0.4121
42.50,0.5240,0.5217,0.5396,0.4049,0.4192,0.4125
42.60,0.5236,0.5242,0.5478,0.4072,0.4121,0.4438
42.70,0.5265,0.5268,0.537,0.4123,0.4517,0.4221
42.80,0.5242,0.5227,0.5398,0.4114,0.4399,0.417
42.90,0.5239,0.5252,0.5376,0.4136,0.4465,0.4405
43.00,0.5244,0.5248,0.5337,0.4106,0.4207,0.4213
43.10,0.5245,0.5227,0.5439,0.4168,0.4343,0.4196
43.20,0.5240,0.5266,0.5371,0.4885,0.4213,0.4377
43.30,0.5245,0.5232,0.5365,0.4529,0.4039,0.4064
43.40,0.5241,0.5240,0.5445,0.4236,0.4014,0.4146
43.50,0.5240,0.5304,0.5398,0.4758,0.4012,0.4265
43.60,0.5246,0.5285,0.5518,0.4087,0.4023,0.412
43.70,0.5263,0.5300,0.5464,0.403,0.4067,0.4126
43.80,0.5232,0.5291,0.5402,0.4039,0.4013,0.4127
43.90,0.5246,0.5270,0.5383,0.4027,0.4028,0.4132
44.00,0.5240,0.5248,0.5324,0.4038,0.4055,0.4122
44.10,0.5254,0.5250,0.5337,0.4059,0.4066,0.4055
44.20,0.5231,0.5252,0.5318,0.4108,0.431,0.4034
44.30,0.5232,0.5246,0.532,0.4106,0.4142,0.4022
44.40,0.5241,0.5240,0.5314,0.4137,0.4109,0.4007
44.50,0.5244,0.5259,0.5323,0.4107,0.4107,0.4015
44.60,0.5243,0.5265,0.5327,0.4133,0.4132,0.4039
44.70,0.5242,0.5246,0.5308,0.4105,0.4113,0.4017
44.80,0.5234,0.5236,0.5311,0.4126,0.4125,0.4013
44.90,0.5231,0.5232,0.5288,0.4122,0.411,0.408
45.00,0.5270,0.5236,0.5306,0.4119,0.4104,0.4104
45.10,0.5258,0.5205,0.5287,0.4065,0.4109,0.4118
45.20,0.5247,0.5225,0.5334,0.4056,0.4099,0.4125
45.30,0.5237,0.5262,0.5355,0.403,0.4065,0.4127
45.40,0.5291,0.5261,0.5292,0.4032,0.4052,0.4131
45.50,0.5260,0.5226,0.537,0.4034,0.4024,0.4117
45.60,0.5249,0.5262,0.5316,0.4022,0.4171,0.4056
45.70,0.5210,0.5242,0.5295,0.4052,0.4192,0.4028
45.80,0.5219,0.5236,0.5388,0.4075,0.4081,0.4192
45.90,0.5233,0.5261,0.5299,0.4106,0.4303,0.412
46.00,0.5223,0.5233,0.5321,0.4125,0.4252,0.4315
46.10,0.5221,0.5245,0.5399,0.4139,0.464,0.4306
46.20,0.5222,0.5300,0.5361,0.4101,0.415,0.4123
46.30,0.5220,0.5300,0.537,0.4141,0.4269,0.4269
46.40,0.5221,0.5291,0.5383,0.41,0.419,0.4107
46.50,0.5224,0.5289,0.5332,0.4224,0.4301,0.4405
46.60,0.5221,0.5260,0.5342,0.4805,0.4131,0.4553
46.70,0.5206,0.5249,0.5333,0.4362,0.4121,0.4178
46.80,0.5216,0.5253,0.5334,0.431,0.4111,0.4215
46.90,0.5247,0.5252,0.5341,0.4659,0.41,0.4194
47.00,0.5280,0.5243,0.5327,0.4064,0.4118,0.4037
47.10,0.5261,0.5240,0.533,0.4039,0.4115,0.4028
47.20,0.5257,0.5249,0.5338,0.4031,0.4071,0.4015
47.30,0.5277,0.5244,0.5339,0.4059,0.4057,0.4007
47.40,0.5271,0.5243,0.5331,0.4098,0.4043,0.4015
47.50,0.5263,0.5242,0.5313,0.4105,0.4019,0.4001
47.60,0.5243,0.5217,0.5302,0.4122,0.4205,0.4007
47.70,0.5242,0.5210,0.5313,0.4116,0.403,0.4047
47.80,0.5236,0.5231,0.5278,0.4124,0.4024,0.4092
47.90,0.5233,0.5223,0.5354,0.4115,0.4016,0.4108
48.00,0.5220,0.5266,0.5329,0.4117,0.4033,0.4129
48.10,0.5239,0.5242,0.5291,0.4119,0.4065,0.413
48.20,0.5234,0.5232,0.538,0.4123,0.4089,0.4126
48.30,0.5235,0.5259,0.5297,0.4072,0.41,0.412
48.40,0.5235,0.5232,0.5306,0.4061,0.4112,0.4095
48.50,0.5237,0.5238,0.538,0.4038,0.4143,0.4038
48.60,0.5227,0.5260,0.5292,0.4027,0.4123,0.4029
48.70,0.5244,0.5230,0.5339,0.4039,0.4108,0.4014
48.80,0.5244,0.5279,0.5375,0.4026,0.4117,0.4008
48.90,0.5231,0.5298,0.538,0.4044,0.4115,0.4016
49.00,0.5184,0.5286,0.5364,0.4062,0.431,0.4004
49.10,0.5213,0.5279,0.5367,0.4111,0.4306,0.4011
49.20,0.5243,0.5269,0.5343,0.4098,0.4129,0.4267
49.30,0.5239,0.5249,0.5336,0.4142,0.4431,0.4241
49.40,0.5245,0.5252,0.5325,0.4102,0.4204,0.4512
49.50,0.5243,0.5248,0.5344,0.4139,0.452,0.4667
49.60,0.5239,0.5248,0.5322,0.4099,0.4103,0.4201
49.70,0.5235,0.5243,0.5331,0.4303,0.4216,0.4154
49.80,0.5242,0.5238,0.5339,0.4555,0.406,0.428
49.90,0.5258,0.5243,0.5333,0.4126,0.4233,0.4478
50.00,0.5263,0.5244,0.5334,0.4385,0.4074,0.4128
50.10,0.5259,0.5240,0.5339,0.4401,0.407,0.4134
50.20,0.5256,0.5238,0.53,0.4359,0.4078,0.4136
50.30,0.5262,0.5219,0.5304,0.437,0.4108,
50.40,0.5260,0.5212,0.531,0.4034,0.4119,
50.50,0.5263,0.5217,0.5281,0.4061,0.4107,
50.60,0.5263,0.5233,0.5378,0.4098,0.4112,
50.70,0.5239,0.5259,0.5312,0.4126,0.4111,
50.80,0.5240,0.5240,0.5304,0.4129,0.41,
50.90,0.5249,0.5244,0.5384,0.4114,0.4143,
51.00,0.5260,0.5252,0.5298,0.4124,0.4277,
51.10,0.5257,0.5231,0.5324,0.4136,0.4099,
51.20,0.5277,0.5269,0.5379,0.4122,0.4113,
51.30,0.5290,0.5266,0.5302,0.4122,0.4079,
51.40,0.5282,0.5239,0.5355,0.412,0.405,
51.50,0.5244,0.5295,0.5375,0.4129,0.4045,
51.60,0.5257,0.5286,0.5363,0.4059,0.4022,
51.70,0.5245,0.5301,0.5375,0.4043,0.4006,
51.80,0.5235,0.5275,0.5372,0.4028,0.4029,
51.90,0.5250,0.5268,0.5324,0.4038,0.4027,
52.00,0.5233,0.5249,0.5353,0.4024,0.4011,
52.10,0.5237,0.5252,0.5371,0.4042,0.4083,
52.20,0.5236,0.5250,0.5343,0.4064,0.4325,
52.30,0.5243,0.5247,0.5337,0.4111,0.4288,
52.40,0.5242,0.5294,0.5333,0.4095,0.4109,
52.50,0.5236,0.5246,0.5331,0.4144,0.4319,
52.60,0.5246,0.5246,0.5341,0.4098,0.433,
52.70,0.5240,0.5245,0.5342,0.4142,0.4806,
52.80,0.5236,0.5240,0.5333,0.41,0.4119,
52.90,0.5242,0.5222,0.5305,0.4128,0.4091,
53.00,0.5241,0.5216,0.5317,0.4121,0.4121,
53.10,0.5244,0.5208,0.5303,0.4338,0.4339,
53.20,0.5233,0.5223,0.529,0.4484,0.4134,
53.30,0.5239,0.5257,0.5381,0.4068,0.4219,
53.40,0.5241,0.5269,0.5307,0.4448,0.4056,
53.50,0.5241,0.5232,0.5316,0.4285,0.4029,
53.60,0.5245,0.5263,0.5374,0.4461,0.402,
53.70,0.5242,0.5243,0.5284,0.4312,0.4017,
53.80,0.5247,0.5226,0.5343,0.4102,0.4014,
53.90,0.5246,0.5260,0.5359,0.41,0.4012,
54.00,0.5244,0.5256,0.5301,0.4135,0.4025,
54.10,0.5240,0.5244,0.5369,0.4111,0.413,
54.20,0.5247,0.5303,0.5366,0.4132,0.4219,
54.30,0.5239,0.5290,0.5368,0.4112,0.4074,
54.40,0.5243,0.5282,0.5384,0.4118,0.4116,
54.50,0.5244,0.5289,0.5369,0.4129,0.4117,
54.60,0.5244,0.5256,0.5359,0.4107,0.4098,
54.70,0.5239,0.5250,0.5354,0.407,0.411,
54.80,0.5245,0.5252,0.5341,0.4064,0.4124,
54.90,0.5234,0.5247,0.5364,0.4036,0.411,
55.00,0.5240,0.5242,0.5342,0.4032,0.4104,
55.10,0.5233,0.5242,0.5355,0.4035,0.4114,
55.20,0.5242,0.5247,0.5359,0.4033,0.4116,
55.30,0.5256,0.5245,0.5345,0.4056,0.4084,
55.40,0.5243,0.5258,0.5349,0.4077,0.4135,
55.50,0.5234,0.5251,0.5352,0.411,0.4246,
55.60,0.5236,0.5228,0.5355,0.4101,0.4198,
55.70,0.5246,0.5223,0.5333,0.4141,0.4183,
55.80,0.5241,0.5227,0.529,0.4092,0.4126,
55.90,0.5232,0.5260,0.528,0.4152,0.4309,
56.00,0.5236,0.5271,0.5363,0.409,0.4255,
56.10,0.5266,0.5235,0.5277,0.4143,0.4254,
56.20,0.5201,0.5242,0.536,0.4116,0.4047,
56.30,0.5233,0.5255,0.5348,0.4097,0.4084,
56.40,0.5241,0.5244,0.5269,0.406,0.4146,
56.50,0.5254,0.5231,0.533,0.4424,0.4311,
56.60,0.5277,0.5269,0.5328,0.4656,0.4174,
56.70,0.5281,0.5236,0.5292,0.4157,0.4262,
56.80,0.5283,0.5275,0.5362,0.4603,0.4122,
56.90,0.5287,0.5298,0.5349,0.4183,0.4115,
57.00,0.5286,0.5302,0.5359,0.4258,0.41,
57.10,0.5287,0.5279,0.5358,0.4178,0.4123,
57.20,0.5285,0.5272,0.5338,0.4148,0.412,
57.30,0.5282,0.5250,0.5334,0.4092,0.4125,
57.40,0.5263,0.5249,0.5405,0.4145,0.4129,
57.50,0.5225,0.5257,0.538,0.4095,0.4233,
57.60,0.5241,0.5292,0.5296,0.4133,0.4264,
57.70,0.5243,0.5282,0.5293,0.4117,0.407,
57.80,0.5239,0.5303,0.5292,0.4111,0.4114,
57.90,0.5232,0.5247,0.529,0.4062,0.4137,
58.00,0.5223,0.5246,0.5311,0.4064,,
58.10,0.5219,0.5244,0.5296,0.4031,,
58.20,0.5196,0.5227,0.528,0.4034,,
58.30,0.5228,0.5216,0.5276,0.4034,,
58.40,0.5244,0.5204,0.527,0.402,,
58.50,0.5244,0.5230,0.5259,0.4061,,
58.60,0.5241,0.5231,0.5274,0.4078,,
58.70,0.5239,0.5253,0.5338,0.4111,,
58.80,0.5241,0.5239,0.5253,0.4107,,
58.90,0.5244,0.5234,0.5303,0.4137,,
59.00,0.5236,0.5257,0.532,0.4107,,
59.10,0.5238,0.5225,0.525,0.4137,,
59.20,0.5244,0.5248,0.5318,0.4106,,
59.30,0.5276,0.5256,0.5295,0.4129,,
59.40,0.5244,0.5238,0.5266,0.412,,
59.50,0.5236,0.5286,0.5341,0.4091,,
59.60,0.5244,0.5293,0.5322,0.4059,,
59.70,0.5243,0.5289,0.5332,0.4137,,
59.80,0.5237,0.5284,0.5328,0.4167,,
59.90,0.5257,0.5270,0.5311,0.4454,,
60.00,0.5230,0.5248,0.5302,0.4895,,
60.10,0.5250,0.5253,0.5296,0.4255,,
60.20,0.5248,0.5250,0.5309,0.4484,,
60.30,0.5262,0.5247,0.5298,0.4155,,
60.40,0.5234,0.5241,0.5302,0.4132,,
60.50,0.5231,0.5247,0.5293,0.4103,,
60.60,0.5240,0.5247,0.5292,0.4137,,
60.70,0.5245,0.5246,0.5307,0.4095,,
60.80,0.5242,0.5239,0.5291,0.4143,,
60.90,0.5240,0.5225,0.5276,0.4119,,
61.00,0.5236,0.5212,0.5274,0.4103,,
61.10,0.5239,0.5212,0.5283,0.4063,,
61.20,0.5240,0.5236,0.5257,0.4051,,
61.30,0.5226,0.5251,0.5284,0.403,,
61.40,0.5247,0.5249,0.5331,0.4033,,
61.50,0.5264,0.5233,0.5253,0.4032,,
61.60,0.5255,0.5251,0.5309,0.4032,,
61.70,0.5258,0.5261,0.5307,0.4065,,
61.80,0.5288,0.5219,0.5265,0.4081,,
61.90,0.5271,0.5267,0.5327,0.4111,,
62.00,0.5262,0.5246,0.5288,0.4114,,
62.10,0.5249,0.5248,0.5292,0.4126,,
62.20,0.5246,0.5301,0.5354,0.4112,,
62.30,0.5241,0.5296,0.5348,0.4128,,
62.40,0.5236,0.5284,0.5366,0.4108,,
62.50,0.5220,0.5289,0.5465,0.413,,
62.60,0.5239,0.5256,0.5438,0.411,,
62.70,0.5236,0.5248,0.5365,0.4087,,
62.80,0.5230,0.5253,0.5356,0.4065,,
62.90,0.5236,0.5259,0.5374,0.4042,,
63.00,0.5239,0.5244,0.5381,0.403,,
63.10,0.5233,0.5243,0.5387,0.4148,,
63.20,0.5240,0.5247,0.5394,0.4148,,
63.30,0.5244,0.5247,0.5402,0.4671,,
63.40,0.5234,0.5244,0.5402,0.4903,,
63.50,0.5191,0.5251,0.5375,0.4243,,
63.60,0.5210,0.5219,0.529,0.4537,,
63.70,0.5242,0.5216,0.5274,0.4119,,
63.80,0.5242,0.5223,0.5283,0.4129,,
63.90,0.5256,0.5221,0.5254,0.4097,,
64.00,0.5264,0.5254,0.5295,0.4137,,
64.10,0.5241,0.5247,0.5324,0.4101,,
64.20,0.5235,0.5230,0.5263,0.4105,,
64.30,0.5236,0.5258,0.5319,0.4062,,
64.40,0.5255,0.5246,0.5303,0.4049,,
64.50,0.5265,0.5228,0.5268,0.4031,,
64.60,0.5259,0.5264,0.5335,0.4033,,
64.70,0.5259,0.5266,0.5275,0.4035,,
64.80,0.5260,0.5282,0.529,0.4036,,
64.90,0.5259,0.5296,0.5349,0.4066,,
65.00,0.5264,0.5293,0.5312,0.4079,,
65.10,0.5258,0.5281,0.5343,0.4113,,
65.20,0.5241,0.5281,0.5328,0.4115,,
65.30,0.5234,0.5245,0.5306,0.4127,,
65.40,0.5245,0.5249,0.5291,0.4113,,
65.50,0.5235,0.5248,0.5291,0.4127,,
65.60,0.5247,0.5250,0.531,0.4109,,
65.70,0.5247,0.5241,0.5293,0.4126,,
65.80,0.5248,0.5240,0.5289,0.4111,,
65.90,0.5248,0.5246,0.5299,0.4079,,
66.00,0.5237,0.5244,0.53,0.4067,,
66.10,0.5245,0.5238,0.5302,0.4039,,
66.20,0.5250,0.5231,0.5291,0.403,,
66.30,0.5240,0.5229,0.5275,0.4054,,
66.40,0.5244,0.5205,0.5274,0.4032,,
66.50,0.5235,0.5232,0.5279,0.4351,,
66.60,0.5247,0.5240,0.5254,0.4329,,
66.70,0.5243,0.5253,0.5308,0.4794,,
66.80,0.5263,0.5272,0.5324,0.4932,,
66.90,0.5248,0.5237,0.5254,0.4184,,
67.00,0.5240,0.5256,0.5323,0.4351,,
67.10,0.5242,0.5233,0.5289,0.4106,,
67.20,0.5252,0.5241,0.5265,0.4125,,
67.30,0.5262,0.5269,0.5334,0.4111,,
67.40,0.5290,0.5232,0.527,0.4083,,
67.50,0.5266,0.5282,0.5287,0.4066,,
67.60,0.5246,0.5295,0.5347,0.4039,,
67.70,0.5219,0.5285,0.5324,0.4031,,
67.80,0.5236,0.5297,0.5334,0.4035,,
67.90,0.5242,0.5264,0.5334,0.4032,,
68.00,0.5244,0.5246,0.53,0.404,,
68.10,0.5246,0.5252,0.5295,0.407,,
68.20,0.5250,0.5248,0.529,0.4092,,
68.30,0.5256,0.5248,0.5308,0.4108,,
68.40,0.5243,0.5243,0.5293,0.4129,,
68.50,0.5244,0.5254,0.5364,0.4111,,
68.60,0.5242,0.5257,0.5371,0.4126,,
68.70,0.5277,0.5245,0.5331,0.4113,,
68.80,0.5241,0.5238,0.5307,0.4122,,
68.90,0.5241,0.5232,0.5291,0.4117,,
69.00,0.5241,0.5209,0.5272,0.4111,,
69.10,0.5248,0.5207,0.5273,0.4065,,
69.20,0.5238,0.5232,0.5276,0.4065,,
69.30,0.5250,0.5240,0.5248,0.4035,,
69.40,0.5235,0.5257,0.5309,0.403,,
69.50,0.5241,0.5222,0.5305,0.4054,,
69.60,0.5229,0.5243,0.5254,0.403,,
69.70,0.5246,0.5259,0.5328,0.405,,
69.80,0.5254,0.5225,0.5271,0.4214,,
69.90,0.5247,0.5259,0.5272,0.4957,,
70.00,0.5234,0.5257,0.5325,0.4374,,
70.10,0.5237,0.5243,0.5262,0.4466,,
70.20,0.5242,0.5303,0.53,0.4789,,
70.30,0.5244,0.5289,0.5343,0.4112,,
70.40,0.5235,0.5281,0.5318,0.4125,,
70.50,0.5233,0.5278,0.5333,0.4109,,
70.60,0.5242,0.5250,0.5327,0.4078,,
70.70,0.5206,0.5248,0.5296,0.4061,,
70.80,0.5231,0.5250,0.5301,0.4049,,
70.90,0.5244,0.5249,0.5294,0.4038,,
71.00,0.5239,0.5242,0.5313,0.4037,,
71.10,0.5242,0.5238,0.5291,0.403,,
71.20,0.5235,0.5246,0.5293,0.4047,,
71.30,0.5242,0.5247,0.5297,0.4071,,
71.40,0.5244,0.5235,0.5289,0.4102,,
71.50,0.5244,0.5231,0.5302,0.4105,,
71.60,0.5258,0.5225,0.5329,0.4132,,
71.70,0.5241,0.5207,0.5298,0.4112,,
71.80,0.5238,0.5228,0.53,0.4128,,
71.90,0.5257,0.5219,0.5294,0.4113,,
72.00,0.5239,0.5259,0.5267,0.4124,,
72.10,0.5235,0.5252,0.5336,0.4117,,
72.20,0.5245,0.5225,0.5323,0.411,,
72.30,0.5245,0.5258,0.5284,0.4074,,
72.40,0.5228,0.5244,0.5354,0.4053,,
72.50,0.5228,0.5228,0.5286,0.4037,,
72.60,0.5220,0.5265,0.5311,0.4034,,
72.70,0.5226,0.5242,0.5351,0.403,,
72.80,0.5222,0.5265,0.5283,0.4032,,
72.90,0.5245,0.5304,0.5331,0.4055,,
73.00,0.5246,0.5288,0.5366,0.4074,,
73.10,0.5245,0.5284,0.5353,0.4115,,
73.20,0.5239,0.5281,0.5352,0.4321,,
73.30,0.5241,0.5255,0.5372,0.5023,,
73.40,0.5252,0.5251,0.5337,0.4272,,
73.50,0.5239,0.5250,0.5327,0.4596,,
73.60,0.5238,0.5249,0.5318,0.4636,,
73.70,0.5244,0.5241,0.532,0.4114,,
73.80,0.5245,0.5241,0.5319,0.4072,,
73.90,0.5244,0.5247,0.5328,0.4052,,
74.00,0.5238,0.5245,0.5353,0.4038,,
74.10,0.5245,0.5236,0.5362,0.403,,
74.20,0.5244,0.5227,0.5328,0.4035,,
74.30,0.5242,0.5216,0.5314,0.4028,,
74.40,0.5261,0.5212,0.5305,0.4044,,
74.50,0.5228,0.5241,0.5298,0.4073,,
74.60,0.5247,0.5233,0.5286,0.4114,,
74.70,0.5246,0.5254,0.5282,0.4111,,
74.80,0.5269,0.5237,0.5344,0.4146,,
74.90,0.5226,0.5235,0.5301,0.4113,,
75.00,0.5240,0.5250,0.5301,0.4121,,
75.10,0.5234,0.5227,0.5356,0.4112,,
75.20,0.5244,0.5243,0.5282,0.412,,
75.30,0.5247,0.5254,0.5312,0.4126,,
75.40,0.5240,0.5235,0.5348,0.4129,,
75.50,0.5240,0.5291,0.5286,0.4134,,
75.60,0.5240,0.5302,0.5335,0.4131,,
75.70,0.5242,0.5288,0.5363,0.4127,,
75.80,0.5257,0.5280,0.5351,0.4112,,
75.90,0.5250,0.5263,0.5353,0.4087,,
76.00,0.5271,0.5248,0.5344,,,
76.10,0.5253,0.5254,0.5326,,,
76.20,0.5259,0.5251,0.5326,,,
76.30,0.5281,0.5244,0.5318,,,
76.40,0.5276,0.5240,0.5323,,,
76.50,0.5274,0.5245,0.5342,,,
76.60,0.5254,0.5248,0.5326,,,
76.70,0.5251,0.5241,0.5316,,,
76.80,0.5252,0.5234,0.5331,,,
76.90,0.5245,0.5223,0.5317,,,
77.00,0.5234,0.5225,0.5317,,,
77.10,0.5244,0.5224,0.5303,,,
77.20,0.5248,0.5227,0.5296,,,
77.30,0.5249,0.5243,0.5322,,,
77.40,0.5225,0.5259,0.5287,,,
77.50,0.5211,0.5264,0.5347,,,
77.60,0.5264,0.5261,0.5305,,,
77.70,0.5258,0.5250,0.5315,,,
77.80,0.5252,0.5226,0.5352,,,
77.90,0.5252,0.5254,0.5284,,,
78.00,0.5242,0.5251,0.5345,,,
78.10,0.5234,0.5259,0.5357,,,
78.20,0.5239,0.5311,0.5292,,,
78.30,0.5247,0.5288,0.5335,,,
78.40,0.5242,0.5280,0.5349,,,
78.50,0.5220,0.5288,0.5347,,,
78.60,0.5211,0.5249,0.5345,,,
78.70,0.5197,0.5248,0.5336,,,
78.80,0.5175,0.5250,0.5323,,,
78.90,0.5165,0.5251,0.5307,,,
79.00,0.5210,0.5243,0.531,,,
79.10,0.5294,0.5240,0.5316,,,
79.20,0.5179,0.5243,0.5304,,,
79.30,0.5164,0.5244,0.5307,,,
79.40,0.5211,0.5239,0.5307,,,
79.50,0.5300,0.5239,0.5308,,,
79.60,0.5175,0.5232,0.5323,,,
79.70,0.5166,0.5205,0.5302,,,
79.80,0.5206,0.5229,0.5277,,,
79.90,0.5296,0.5217,0.5302,,,
80.00,0.5175,0.5253,0.5268,,,
80.10,0.5165,0.5247,0.5279,,,
80.20,0.5206,0.5222,0.535,,,
80.30,0.5349,0.5253,0.5276,,,
80.40,0.5277,0.5251,0.5313,,,
80.50,0.5264,0.5243,0.5339,,,
80.60,0.5294,0.5257,0.5266,,,
80.70,0.5279,0.5239,0.532,,,
80.80,0.5258,0.5280,0.5319,,,
80.90,0.5246,0.5293,0.5285,,,
81.00,0.5246,0.5296,0.5348,,,
81.10,0.5245,0.5293,0.5351,,,
81.20,0.5242,0.5268,0.5356,,,
81.30,0.5254,0.5249,0.5362,,,
81.40,0.5254,0.5248,0.5358,,,
81.50,0.5226,0.5247,0.5348,,,
81.60,0.5226,0.5249,0.5342,,,
81.70,0.5205,0.5240,0.5339,,,
81.80,0.5197,0.5241,0.5337,,,
81.90,0.5189,0.5245,0.5384,,,
82.00,0.5170,0.5245,0.5474,,,
82.10,0.5333,0.5248,0.5569,,,
82.20,0.5203,0.5226,0.5545,,,
82.30,0.5166,0.5211,0.5536,,,
82.40,0.5167,0.5216,0.5604,,,
82.50,0.5319,0.5241,0.5546,,,
82.60,0.5199,0.5239,0.5616,,,
82.70,0.5163,0.5246,0.5594,,,
82.80,0.5164,0.5240,0.5537,,,
82.90,0.5317,0.5241,0.5673,,,
83.00,0.5199,0.5251,0.579,,,
83.10,0.5165,0.5227,0.5775,,,
83.20,0.5167,0.5252,0.5709,,,
83.30,0.5333,0.5257,0.5559,,,
83.40,0.5296,0.5237,0.5641,,,
83.50,0.5266,0.5293,0.5607,,,
83.60,0.5292,0.5299,0.5633,,,
83.70,0.5269,0.5282,0.5619,,,
83.80,0.5248,0.5290,0.5623,,,
83.90,0.5244,0.5266,0.5603,,,
84.00,0.5254,0.5248,0.5602,,,
84.10,0.5232,0.5251,0.5601,,,
84.20,0.5237,0.5248,0.5287,,,
84.30,0.5243,0.5245,,,,
84.40,0.5248,0.5243,,,,
84.50,0.5235,0.5265,,,,
84.60,0.5212,0.5269,,,,
84.70,0.5212,0.5241,,,,
84.80,0.5186,0.5239,,,,
84.90,0.5168,0.5236,,,,
85.00,0.5165,0.5206,,,,
85.10,0.5303,0.5223,,,,
85.20,0.5216,0.5242,,,,
85.30,0.5167,0.5249,,,,
85.40,0.5164,0.5248,,,,
85.50,0.5328,0.5227,,,,
85.60,0.5225,0.5255,,,,
85.70,0.5169,0.5252,,,,
85.80,0.5164,0.5225,,,,
85.90,0.5294,0.5254,,,,
86.00,0.5223,0.5247,,,,
86.10,0.5168,0.5260,,,,
86.20,0.5166,0.5298,,,,
86.30,0.5303,0.5291,,,,
86.40,0.5331,0.5279,,,,
86.50,0.5263,0.5281,,,,
86.60,0.5283,0.5252,,,,
86.70,0.5283,0.5252,,,,
86.80,0.5256,0.5251,,,,
86.90,0.5242,0.5251,,,,
87.00,0.5265,0.5244,,,,
87.10,0.5267,0.5242,,,,
87.20,0.5239,0.5247,,,,
87.30,0.5242,0.5247,,,,
87.40,0.5250,0.5244,,,,
87.50,0.5244,0.5234,,,,
87.60,0.5213,0.5232,,,,
87.70,0.5210,0.5215,,,,
87.80,0.5188,0.5229,,,,
87.90,0.5170,0.5222,,,,
88.00,0.5164,0.5257,,,,
88.10,0.5262,0.5252,,,,
88.20,0.5254,0.5235,,,,
88.30,0.5172,0.5253,,,,
88.40,0.5163,0.5248,,,,
88.50,0.5258,0.5252,,,,
88.60,0.5256,0.5253,,,,
88.70,0.5171,0.5244,,,,
88.80,0.5165,0.5288,,,,
88.90,0.5247,0.5284,,,,
89.00,0.5265,0.5299,,,,
89.10,0.5171,0.5294,,,,
89.20,0.5164,0.5291,,,,
89.30,0.5246,0.5284,,,,
89.40,0.5335,0.5274,,,,
89.50,0.5269,0.5267,,,,
89.60,0.5273,0.5276,,,,
89.70,0.5287,0.5256,,,,
89.80,0.5248,0.5231,,,,
89.90,0.5251,0.5248,,,,
90.00,0.5250,0.5237,,,,
90.10,0.5243,0.5239,,,,
90.20,0.5267,0.5243,,,,
90.30,0.5242,0.5250,,,,
90.40,0.5249,0.5290,,,,
90.50,0.5247,0.5197,,,,
90.60,0.5218,0.5168,,,,
90.70,0.5212,0.5334,,,,
90.80,0.5201,0.5188,,,,
90.90,0.5178,0.5184,,,,
91.00,0.5165,0.5329,,,,
91.10,0.5198,0.5180,,,,
91.20,0.5304,0.5239,,,,
91.30,0.5182,0.5282,,,,
91.40,0.5163,0.5169,,,,
91.50,0.5199,0.5297,,,,
91.60,0.5301,0.5267,,,,
91.70,0.5182,0.5293,,,,
91.80,0.5166,0.5286,,,,
91.90,0.5198,0.5313,,,,
92.00,0.5297,0.5298,,,,
92.10,0.5186,0.5257,,,,
92.20,0.5165,0.5275,,,,
92.30,0.5200,0.5272,,,,
92.40,0.5332,,,,,
92.50,0.5284,,,,,
92.60,0.5269,,,,,
92.70,0.5289,,,,,
92.80,0.5256,,,,,
92.90,0.5249,,,,,
93.00,0.5249,,,,,
93.10,0.5251,,,,,
93.20,0.5233,,,,,
93.30,0.5239,,,,,
93.40,0.5247,,,,,
93.50,0.5247,,,,,
93.60,0.5228,,,,,
93.70,0.5210,,,,,
93.80,0.5206,,,,,
93.90,0.5180,,,,,
94.00,0.5165,,,,,
94.10,0.5172,,,,,
94.20,0.5307,,,,,
94.30,0.5203,,,,,
94.40,0.5167,,,,,
94.50,0.5173,,,,,
94.60,0.5308,,,,,
94.70,0.5201,,,,,
94.80,0.5165,,,,,
94.90,0.5173,,,,,
95.00,0.5305,,,,,
95.10,0.5201,,,,,
95.20,0.5167,,,,,
95.30,0.5174,,,,,
95.40,0.5317,,,,,
